Unnamed: 0,reviewerName,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,overall
1699,froemer,"I've requested a replacement, so I'll update this review after I receive a replacement.  But the first card I got, it could be read, but every time I put it into the computer, it said there were errors with it.  It couldn't repair the errors.  I couldn't even format it using a command prompt to try and get it to work.  I could create folders on the card, but not put anything into them or onto the card other than folders.  I tried many many things and nothing worked.  I know SanDisk makes decent products, so I will change the review later.",2014-01-18,324,0,0,0,0,0.0,0.0,1.0
3950,RON,"I am going to start spending a little more money if needed and start buying Transcend. The one Transcend thumb drive I've purchased, 64G, works great and always has. The SanDisk 64G thumb drive always had some kind of annoying problem until it finally quit working. Everything I've been told to do to reformat and reset it doesn't help. And FYI, I ALWAYS ejected the drive before I disconnected it. These memory cards from SanDisk that I've bought also have these little headaches all the time. All my Transcend work great and they have been faster to copy my 40G worth of music to. Spend the little extra money if need be and buy the Transcend.",2014-03-25,258,1,0,1,1,1.0,0.2065493143772374,1.0
4393,SW Ng,Good price. Works as expected. Nothing much more to say abt a MicroSD card honestly. The frustration free packaging is really good. Definitely better than the retail packaging.,2013-07-31,495,0,0,0,0,0.0,0.0,3.0
4441,techieteacher,I bought this for my Samsung galaxy s4. I don't know if it is my phone or the card but my phone says it was unexpectedly removed from time to time. My wife's phone doesn't do it as often but still does it. Very fast but unreliable. I have had many sandisk before and this is the only one I have had problems with. I have read that there were some that were poorly made. Thinking I will send it back and give it another chance.,2013-11-24,379,0,0,0,0,0.0,0.0,2.0
4574,tntgdh,"Beware guys. i bought one of these from Superior Electronics Outlet and it arrived completly dead. i tried to format it on windows and on my galaxy s3 and no go.I tried everything that possible ....have been fighting with this card for 3 days now, and no success so far. No response from the seller about it.My last hope is amazon refund me. otherwise  i just wasted 80 U$",2012-08-16,844,4,9,13,-5,0.3076923076923077,0.1268070365571051,1.0
2289,"J. Gerving ""JAG""","never looked to verify the capacity of this card, it is clearly labeled 64gb but when installed it clearly is not. When installed into any computer it shows 27.4gb available with 1.68 used. So beware if you order one to make sure you are getting what you pay for.",2014-01-29,313,0,1,1,-1,0.0,0.0,1.0
2992,Mark Ross,"My SD card showed only a little more than 29 GB available for my 32 GB card.  That's the bare minimum I'll accept without sending it back.  I'm normally happy with the brand name SD cards I buy on Amazon, though.  For the price I paid for this particular card, my expectations were higher.",2013-07-11,515,0,1,1,-1,0.0,0.0,3.0
2461,Jonelle Phillips,I purchased four (4) items from amazon and when I opened the box my 32gb memory card was missing. So rating this product is truly impossible,2013-09-27,437,0,2,2,-2,0.0,0.0,1.0
569,Ben,"Ive had the card for over a month, using it in my Samsung Galaxy Note 10.1.I filled the card with a few TV shows and movies to watch on the go, as well as many PDFs and MS Word Docs.The MS Word and PDF files often get corrupted after use. THe larger files seem to stay intact. I moved the smaller files into the internal storage and havent had problem since.Im hoping Sandisk has a decent return policy.",2013-07-04,522,0,0,0,0,0.0,0.0,1.0
469,"ART D ""ART D""","This works very well.  It is a class 10 memory card which ALL video cameras like.  Memory that is less than a class 6 plays back on some camcorders with a jerky playback.  Not with this memory chip.  Worth the money and at 64GB of storage lots of video time, photos and music storage.  The added value of the adapter is a plus.  This is a FIVE STAR product.  Art D  Long Island  N.Y.",2012-07-12,879,0,0,0,0,0.0,0.0,5.0
4047,Samus Aran,"This works great and is just what I needed for my phone to hold my 30GB (and growing) music collection. Now I don't have to connect to the web to get my music, woohoo! It was an awesome price too. Took a little long to get here, but it Finally did. I admit I chose free ship, but ten days is still a quite a bit for this tiny thing.",2013-12-13,360,0,0,0,0,0.0,0.0,5.0
794,B. Weigel,Great little card. Will allow 1080p recording on my note 3 phone. Frustration free packaging is genius. Make sure your device supports the high capacity card before ordering.,2014-07-03,158,0,0,0,0,0.0,0.0,5.0
1827,Glt68,"I bought this to add more storage to a Sharper Image action (Go Pro knock-off) camera, and it fits the bill perfectly. The camera came with a generic 4gb card, but this 32gb Class 10 card provides much smoother playback. A nice deal for just under $17.",2013-12-14,359,0,0,0,0,0.0,0.0,5.0
2200,"J. Blanco ""C""",I bought this for my galaxy cell phone and I love having the extra space fro music and large picture files.,2013-01-11,696,0,0,0,0,0.0,0.0,5.0
3932,ROGER,"LOTS OF SPACE, HOLD LOTS OF MUSIC, VIDEOS, PICTURES. GOOD PRICE, HAPPY CUSTOMER.NO COMPLAINTS. WORKS WELL IN MY SAMSUNG TABLET.",2014-01-30,312,0,0,0,0,0.0,0.0,5.0
106,akisadr,I use this for my phone and it works just as it should and it was totally worth the money! Great place to store pictures and music for phones instead of using the phone memory so it will still run fast.,2013-07-10,516,0,0,0,0,0.0,0.0,5.0
2705,Kjeep,WE use these in our phones to carry our favorite tunes or take lots of pictures.  They are excellent quality.,2013-08-16,479,0,0,0,0,0.0,0.0,5.0
4726,Vildo H Selgado,Great for my LG Optimus G and super fast transfer speeds. And no lagging for the games the many 3D games on my android.,2014-01-24,318,0,0,0,0,0.0,0.0,5.0
811,"Campmaster Tom ""There's no place like 127.0.0.1""","Installed this in my Galaxy S 3, no issues, put in, formatted and started taking photos, everything work fast and as expected.",2013-02-16,660,0,0,0,0,0.0,0.0,5.0
4585,Tomcat,Almost a year with this card and no problems so far. I used first with my GN 2 and now with my Note 10 2014 edition. Fingers crossed.,2014-03-05,278,0,0,0,0,0.0,0.0,5.0
3120,"M. Gladding ""Seattlemag""","Works as expected, at a great price! I install in a GoPro Hero3+ and have no problems recording or playing back video.",2014-04-03,249,0,0,0,0,0.0,0.0,5.0
2457,"Jonathan R. Adams ""adrenalinanimal""",Was worried about some articles saying to use 2 X 32gb cards instead but this 64gb card worked out fine for me but was scared when the camera got real hot the first time around.,2013-07-22,504,0,0,0,0,0.0,0.0,5.0
473,Arthur J LaForge,Works in all my sd devices. I bought this one for my smart phone. plug and play! works great. Would definitely recommend this card and the seller to my friends.,2014-10-05,64,0,0,0,0,0.0,0.0,5.0
3944,ronald,lots of memory and it come with the adapter that makes it easer to connect to your computer or other devices.,2013-05-14,573,0,0,0,0,0.0,0.0,5.0
4046,Samuel McConnell,"Using this as mass storage for my Lenovo Thinkpad Tablet 2. Have not done actual benchmarks, but I don't notice a difference between this and the on-board flash memory. I have my My Documents folder redirected to this card, and I have also installed several programs to it. All seem to operate acceptably.",2013-05-04,583,2,0,2,2,1.0,0.3423802275066531,5.0
198,Amazon Customer,"Bought this to add storage to a Sansa Fuze MP3 player.The card formatted correctly and works quite smoothly with the device.I also tried it using the adapter, in my Kodak digital camera and it was recognized instantly.  Pictures were saved quickly, allowing the camera to shoot again without undue delay.",2012-01-12,1061,0,0,0,0,0.0,0.0,5.0
3047,"Matthew Shea ""peacefultimesbooks""","Super low price for expanding the storage for your BN HD+ Nook. Buy the 16GB version & save money, then spend a few bucks on this microSD card & double your storage. Use the adapter to easily pop into your laptop or PC and easily transfer files when you are on the go. Better yet, buy two.",2013-12-22,351,0,0,0,0,0.0,0.0,5.0
1414,Donna Behm,"I'm using this in a GPS system.  I've found that they eventually run out of space and can no longer be updated until you insert a micro SD card, so I got it ahead of time in order to avoid that moment of panic when it arrives.",2013-06-12,544,0,0,0,0,0.0,0.0,5.0
4442,techmikef,I bought this for my GoPro Hero 3 Silver Edition. Works like a champ. Havnt had any issues. Definitly would purchase again.,2013-08-03,492,1,0,1,1,1.0,0.2065493143772374,5.0
876,cctaber,"I purchased this for my grandson for his tablet. I actually purchased 2. He loves his games so I wanted to be sure he had plenty of space to save everything he wanted. They must be working, I've heard no complaints.",2014-01-30,312,0,0,0,0,0.0,0.0,5.0
659,BobS,So far so good. No problems using this with a Nook HD even though it's Class 10. This includes playing downloaded videos.,2014-02-17,294,0,0,0,0,0.0,0.0,5.0
2853,littledog,These things average about 50% more mbps than your standard microsd. Worth the premium? IDK. What's your time worth?However I threw a fit and ended up smashing the little guy in half. not too resilient but that's not saying anything about this little guy. The insides look like something out of a Halo video game. high technology. Just go with (2) 16gb's if you have a temper problem and not a huge need for consolidated data.,2014-07-06,155,1,0,1,1,1.0,0.2065493143772374,5.0
3256,M. Johns,"One the better names in making computer accessories,  this works just fine in my LG Optimus G Pro, now I have 64GB.  I will purchase again",2014-08-06,124,0,0,0,0,0.0,0.0,5.0
4844,"Wolfsatz Domain ""Wolfdorf""",MicroSCHC works as expected and have not had any issue whatsoever.  Excellent way to upgrade memory on your mobile device.Highly Recommended.,2013-12-07,366,0,0,0,0,0.0,0.0,5.0
2072,Ivan Perry &#34;Computer Dude&#34;,"Put the memory card in my Microsoft Surface RT and it worked fantastic. No formatting, no setup, it was ready to go right off the bat, plus the price was the best I could find anywhere.",2013-01-30,677,0,0,0,0,0.0,0.0,5.0
2906,Luis Soto,I got these as a Deal Of The Day.  I recommend checking those out.  Super price for the 32GB capacity.,2013-10-12,422,0,0,0,0,0.0,0.0,5.0
2024,Hunter Baumgartner,It got it because my sandisk 32gb was getting full and had about 2-3gb free. I have no almost filled this one up in a few months and have about 17gb free now. I am starting to need the new sandisk 128gb. I need money and storage. I have been using it without any problems coming up. My s4 treats it nice and I can get decent speeds of about 10-15mb/s transfer but I do hate waiting for a gb of 1080p footage to transfer but I guess I would rather have storage over speed. I would recommend it to anyone needing high storage at a cheap price.,2014-08-04,126,0,0,0,0,0.0,0.0,5.0
207,Amazon Customer,Great price for 32gb SD card; It was delivered on time and I got it download from my previous SC card with out any problems. Great shopping for electronic stuff at Amazon.,2014-05-07,215,0,0,0,0,0.0,0.0,5.0
3201,"Mike G ""Mike""",Purchased this for my Galaxy S3. Went from a 32 GiB internal to a total of 64 GiB of storage. The card hasn't presented any problems and seems pretty speedy. I use it for storing all my nandroid backups and ROM downloads.,2013-03-16,632,0,0,0,0,0.0,0.0,5.0
4757,VTAmazonian,"This is a very fast card.  I have 2 or 3 of them now, and have had them for a few years, and they are all still working.",2014-03-26,257,0,0,0,0,0.0,0.0,5.0
3093,"M.D.C ""M.H.Truth""",I paid less than $60 shipped to my door. Had it for 2mth and have had no problems after formatting it to FAT32... and its as fast as my internal  memory in my note 2.,2013-01-21,686,0,0,0,0,0.0,0.0,5.0
961,Christina M,"I bought this for my new camera, and the price is incredible. I am a big fan of SanDisk when it comes to memory cards, so of course, I bought one for my camera, but was unsure about it fitting in my new camera (Samsung wb30f). Turns out, it fits, and the storage capacity is incredible. I am a picture lover, so whenever I am able to take pictures, I do. This gave me over 4,000 pictures (maybe even more, I can't remember). Great price, great storage capacity... can't go wrong",2014-08-01,129,0,0,0,0,0.0,0.0,5.0
4306,Stellar Eller,"While I got this card as a ""deal of the day"" on Amazon, I would gladly pay $79.99 for it!With that said, there has been some skepticism related to the serial number of the card as it is displayed on Amazon. I can confirm that I received a brand new 64 Gb card with the serial SDSDQUA-064G-U46A. The packaging of the card says that it is a Class 10 / UHS Speed Class 1. After formatting / copying over 20 Gb of data from my Evo 3D's previous card, I get write speeds of about 9 Mb/s and read speeds of about 20 Mb/s. I am fine with this, and can not complain because I don't believe the Evo 3D is intended to be compatible with SDXC cards, however it does work just fine.",2012-09-06,823,51,14,65,37,0.7846153846153846,0.6703343975431146,5.0
2719,"K. L. Palfi ""Pal, K""",best best best productreliableown a fewone isnt enoughgood price I guesswill prob buy more at some point,2013-12-06,367,0,0,0,0,0.0,0.0,5.0
1789,GeroCzan,"Very confident with this brand, never failed me ever since.  Placed it to my E72, performed great.  Looking forward to long years of using this chip.",2012-12-21,717,0,0,0,0,0.0,0.0,5.0
1792,"G. E. Williams ""Nunah""","The SanDisk Ultra is a very high quality micro sd card. I have bought several and have never had an issue with any of them, which I can't say about less expensive cards. If you need a card for your smart phone or tablet, this is it, just make sure not to get a bigger capacity card than your device can use.",2014-08-01,129,0,0,0,0,0.0,0.0,5.0
4800,William A. Phillips,"Bought this for one purpose -- to plug into my Asus TF700T tablet.  Worked perfectly; nice and fast (fast enough, at least) and full 64GB capacity recognized.",2013-10-21,413,0,0,0,0,0.0,0.0,5.0
2694,Kindle Customer,Have used this same SD card in me Galaxy S3 for the whole time I had it then put it in my S4 when I got that and have had no issues.  Has been fast and reliable and I have gotten what I paid for that's for sure.,2013-11-21,382,0,0,0,0,0.0,0.0,5.0
3928,Rodolfo Rodriguez,"is very good micro sd , i use with my samsung galazy s 4 and work perfectly , have more space to my music",2014-02-06,305,0,0,0,0,0.0,0.0,5.0
3398,"NeedApple ""Apple fan""","I use this product with the GoPro 3 Black Edition. It works fantastic, even at 2.7K resolution, and imports very fast, especially over USB 3 card readers. I almost always go with SanDisk these days for flash RAM; they invented much of it and it shows.",2013-01-01,706,0,0,0,0,0.0,0.0,5.0
1393,Doc_Adkins,"Works in devices that say 32 gig max...Put one in my Casio 14.1 Mega PixelCamera and it says I can take 12,800pictures...",2013-09-01,463,0,0,0,0,0.0,0.0,5.0
3140,Michael Bowyer,"Came in genuine retail packaging, works great with my camera.  Works great with my computer.  I like the colors, it makes it easier to find in my dark camera bag where the tiny black ones get lost in the fabric.",2013-05-01,586,0,0,0,0,0.0,0.0,5.0
2494,Jose Robles,"its Works fine for me, keep the main memory of my cell pone free for OS. A lot of space for pics, music and many other stuffs.",2014-01-30,312,0,0,0,0,0.0,0.0,5.0
1051,Craig from Socal,I was using a basic memory card in my Samsung Note 3 and when I took a picture it took forever for the phone to put it in the memory card and get ready for a new picture. Once I installed this Sandisk the transfer was almost non-existent. What a difference. Worth the few extra bucks.,2014-03-01,282,0,0,0,0,0.0,0.0,5.0
4006,R. Wilson,Popped them In our Phones and they worked as expected.,2013-06-23,533,0,0,0,0,0.0,0.0,5.0
1597,Erik Larsson,"I operate a commercial whitewater rafting company and we buy these bulk whilst renting out GoPro's and selling the footage along with the card to the customer. We've never had a bunk card or any problems whatsoever over about 40 cards so far. I was advised by my gopro rep to be sure to buy from a name brand &#34;like sandisk&#34;. The adapter is well appreciated by the customer, not only because most people don;t have a port for the micro format, but also because microsd is so ridiculously small that its far too easy to lose.Have and will buy again.",2014-02-15,296,0,0,0,0,0.0,0.0,5.0
1878,Grimjaw,What's to say?  It's fast and I have had no errors from it.  I mostly use it to hold music so I can use my phone as an MP3 player.,2013-09-19,445,0,0,0,0,0.0,0.0,5.0
2622,Keith,"Just bought 2 new windows cell phones, and of course wanted as much storage capacity possible. So far no problems with the card at all, and do not foresee any.",2014-09-03,96,0,0,0,0,0.0,0.0,5.0
796,B. Wilson,"Bought 1 to expand capacity on a Galaxy S3, and another to expand capacity on a Galaxy S4. Have used the one for the GS3 for about a year, and the one for the GS4 about a month. Both have worked without any problems, and are fully recognized by the devices. The GS3 was rooted a couple of months ago and is running LiquidSmooth. Still no issues. Very good card. I highly recommend SanDisk.",2013-07-09,517,0,0,0,0,0.0,0.0,5.0
2264,Jerry L. Harper,SanDisk Ultra 64 GB class 10 used as extra storage space for Surface RT. Everything worked as expected. Well worth the money.,2013-10-11,423,0,0,0,0,0.0,0.0,5.0
2029,H. Yang,"Sandisk never disappoint.  For a 64gin micro-disk, this thing is super fast.  Using it in my new Galaxy Note 2, Amazing !!",2013-03-28,620,0,0,0,0,0.0,0.0,5.0
2963,Marc Strand,"I bought this memory card for my new Samsung Galaxy Note 3 from T-Mobile, and it works perfectly. Turn off the phone, take off the back cover, insert the card, and reassemble. Simple as that, and when I turned the phone on and checked Storage, there was the external microSD card. The phone shows total space on the card as 59.45GB, but I think that's a function of the phone using some space for its housekeeping and not a shortcoming of the card itself.Like the title indicates, no hassles with this memory card. It just does what it's supposed to do.",2014-08-05,125,0,0,0,0,0.0,0.0,5.0
1454,D. R. Ward,Bought for android tablet. The best part of Android is adding these. Works great own 4 of these!,2014-06-07,184,0,0,0,0,0.0,0.0,5.0
2962,MarcP,This  device was bought  for a  Galaxy Tab 10.1 and  it  works  well with it. The price was  decent and  I  have not  had  any  issue  with the disk.,2013-07-02,524,0,0,0,0,0.0,0.0,5.0
1149,danmartin,"I use this card in my tablet, no problems, very fast. Excellent product and VERY HIGHLY RECOMMENDIt was just what I needed for my tablet. Just the right amount of memory and the right price",2014-08-04,126,0,0,0,0,0.0,0.0,5.0
3806,"R. Guevara Galvan ""Roniux""","Great speed, great capacity, great price, and fits great in my HTC Evo Design 4G Android phone. I recomend it.",2013-02-27,649,1,0,1,1,1.0,0.2065493143772374,5.0
4688,Umpire.20,"I've used many SanDisk memory cards over the years.  This one ranks way up there just like all the others.  I am using it in a Samsung Tablet and it does all I want it to do.  I cannot comment on speed, since that isn't an issue to me.  For storage this is quite the gem.  And I bought it &#34;pretty cheap&#34;.",2014-01-31,311,0,0,0,0,0.0,0.0,5.0
2525,"J. Sayson ""j1tanamera""","Always can trust SanDisk for my memory card needs.  This purchase was because I was considering getting a Samsung Galaxy S3 phone, which only has 16gb memory, but has an internal slot for memory expansion.  However, just had several bad experiences with 3 Samsung Printers at work ~ all of them broke down within a couple of weeks of each other for various reasons, and to get repair and replacement parts is ridiculously expensive.... cheaper for me to go and buy a new printer!  Samsung website is 1500% useless, and tech support is even less knowledgeable than my 4 year old nephew!  Spoke to a good friend who works for AT&T;, who has both S3 and iPhone 5.... and he said, DONT GET THE S3.... so I upgraded to an 64GB iPhone 5.So this memory card has gone to my son for his Galaxy S3.So sorry about the rant, but I hate Samsung.....",2012-12-19,719,0,2,2,-2,0.0,0.0,5.0
3196,MikeBaz,"Using it on my Surface Pro to add extra storage and is working fine. It's as fast as I would want it to be and was plug and play like a memory card should be.Came as exFAT which with Windows 8 isn't a problem, but if you are using an OS that is over a decade old (looking at you, XP) you may have issues.BitLocker to go works fine with the card as you would expect.",2013-03-29,619,0,0,0,0,0.0,0.0,5.0
2074,Ivory,"I bought it for my grand daughters camera, but when my 64gb memory refused to work with my Windows tablet, I swapped them and this one is working splendidly.",2014-01-20,322,0,0,0,0,0.0,0.0,5.0
1088,Curtis,"I bought a similar one to this a little while back for a digital camera, I think I should've gotten this one instead. I believe it's faster (I think mine was Class 4 for the same price). For the money I feel I have all the memory I'll ever need for my smart phone, same for my HD video camera.",2013-11-08,395,0,0,0,0,0.0,0.0,5.0
4626,Tough Nut,"I'm not sure what else to say other than, &#34;it works&#34;.  I use this card with my Sandisk Wireless Flash.....I think I'll buy a couple more.",2014-05-21,201,0,0,0,0,0.0,0.0,5.0
3876,Robert Abe,I have two of these that I use in my Asus Infinty tablet.I have one in an SD adapter in the dock and the other in a MicroUSB adapter in the dock.,2013-04-14,603,0,0,0,0,0.0,0.0,5.0
4504,The Most Toys Wins,"Not much more to say, I've tried many and these are the very best (speed, price, reliability, compatibility.)  I highly recommend these cards.",2013-01-07,700,0,0,0,0,0.0,0.0,5.0
1965,Henry Fu,This is a big card for a great price.  I remember buying a 2GB CF card for around $200 a while ago!,2013-05-18,569,0,0,0,0,0.0,0.0,5.0
3845,"Rick K ""Rick K""","I bought a new underwater camera. So my 32 GB Adata went to the camera and this Sandisk went to my Galaxy Note 10.1.  On our family vacation I took the newly purchased camera and the 32 gb Adata.  Long story short:  A lot the photos and videos taken in Cancun are gone.  Photos and video from top of a Mayan ruin (pyramid), snorkeling, family photos are all corrupted and gone.  At first, I thought it was the camera until I placed the Sandisk in and experimented with it.  This Sandisk was flawless!  I will be staying away from lesser known brands and staying with Sandisk going forward.",2013-09-15,449,0,0,0,0,0.0,0.0,5.0
2894,Luiggi Restivo,faster memory i use in note 3 and i dont have problem its faster to transfer information and 64 really gb,2014-04-05,247,0,0,0,0,0.0,0.0,5.0
2655,Kennith Stubbs,Fit my needs nicely in my tablet.  No more buffering anything anymore.  And big enough to hold quite a few movies on.,2013-07-16,510,0,0,0,0,0.0,0.0,5.0
144,Ali G Sandoval,Best price anywhere!!!,2014-07-14,147,0,0,0,0,0.0,0.0,5.0
3250,mitsuohara,"Haven't got much to say about this. It's SanDisk, so you know what you're getting. Fast and reliable. Only complaint though is that Amazon wouldn't let me buy more than one in the same order. Other than that, it's just great.",2013-04-23,594,0,0,0,0,0.0,0.0,5.0
2627,kellster,"I was looking for a simple, reliable and fast micro SD chip which I could use with both my new chromebook and my galaxy s3. This product does exactly that. Movies won't lag and with the adapter you can easily use it for laptop and cell devices. Great buy!",2012-12-30,708,0,0,0,0,0.0,0.0,5.0
2852,Lisa Kennedy,It is amazing how much you can hold on such a tiny disc.  Technology is amazing and this is way cheaper than in the stores.,2013-08-22,473,0,0,0,0,0.0,0.0,5.0
3625,"Phill Sharpe ""T.O.P.S""","Well i do try to take alot of pictures and with this card it does the job for me, i would recommend this to even my enemies really good product especially when they go on sale on amazon....Package kinda two big for this little thing, but i will work with that little problem.",2013-08-17,478,0,0,0,0,0.0,0.0,5.0
1995,honestreviews,Great price and great quality. It fit perfectly in my device. I highly recommend this brand. The adapter was a nice bonus.,2014-02-03,308,0,0,0,0,0.0,0.0,5.0
3183,Michael swaim,one of the best memory cards for a good low price. SanDisk Has and Will Always be a great company to do business with.,2014-05-17,205,0,0,0,0,0.0,0.0,5.0
1386,Dmtri,Works just fine. Thia card being so big will slow down your phone a little bit but works fine for me,2013-08-30,465,0,0,0,0,0.0,0.0,5.0
2454,Jonathan Gaskell,"Bought this for my Raspberry Pi. Works great, it's fast and reasonably priced, and I have not experienced any issues with it yet.",2013-02-21,655,0,0,0,0,0.0,0.0,5.0
2190,"J. Baldwin ""JB""","Use it in Sammy Tab 2, formatted in a HTC phone, then put in in the tab 2......",2012-08-12,848,0,0,0,0,0.0,0.0,5.0
4797,Will Burgess,"My wife and I both own Samsung Galaxy S2 Skyrockets, and I bought these to replace the cheap cards that we originally used in them.  The space is wonderful, and the whole phone seems faster with these cards installed.  Very happy with this purchase.",2013-01-15,692,0,0,0,0,0.0,0.0,5.0
4295,"Stanley Green ""BuffyJames""","All I did was install this into a Galaxy Reader gizmo, and it worked perfectly with no fuss.  I returned a different kind (also SanDisk) that didn't work at all.  This is the one to get.",2012-05-12,940,0,0,0,0,0.0,0.0,5.0
1445,"D. Roberts ""anoldhippy""","I have a lot of memory cards for a variety of digiral devices. This is the smallest memory device I have ever owned and 32 GB of storage, that's outrageous...",2013-02-15,661,0,0,0,0,0.0,0.0,5.0
286,Amazon Customer,"What more can you ask for ?  No errors ever detected by Android OS, and having this unit plugged into my tablet means I'm never without data or pictures that I want.",2014-02-23,288,0,0,0,0,0.0,0.0,5.0
3431,Nick Kniveton,"Works perfect in my note 3. This card even writes almost as fast as my internal phone storage! It works much better than cheap Chinese cards. I've also tried it in my go pro, and it has plenty of write speed, even enough for shooting in 4K! I highly recommend it, and will definitely be getting another soon.",2013-11-18,385,0,0,0,0,0.0,0.0,5.0
4246,"sni511per ""WALEED""","this is a great card and product, just need to watch out for device compatibility. Got it on sale for the Samsung Galaxy Note II and it works great! Also came with an adapter.",2014-10-04,65,0,0,0,0,0.0,0.0,5.0
4798,"Will Hanners ""Grandfather""",Works great - I purchased two; one for my new cell phone and one for my new tablet.,2014-04-07,245,0,0,0,0,0.0,0.0,5.0
1112,dalze family,Simply excellent.  This is the second 32 GB Ultra I have purchased for my Samsung Galaxy II.  Both are working perfectly.  Data access rate is exceptional for movies.  System both stores and overrides data very easily.,2013-07-15,511,0,0,0,0,0.0,0.0,5.0
2855,Live_Aloha,Can never go wrong with SanDisk products. You never run into the problem of needing to reformat the disk and I usually store my music on it and plug it into my car instead of carrying an annoying ipod which needs to be synced all the time for new music. With microSD you just drag and drop :),2013-11-12,391,0,0,0,0,0.0,0.0,5.0
3034,Matt,"I have this in my Samsung Galaxy Note 3 and love it. It houses all of my music and pictures without issue. It does seem like R/W speed is a bit slow, but really can't complain.",2013-06-12,544,0,0,0,0,0.0,0.0,5.0
4508,The Professor,"Seemed to work well at first.  Then, I noticed the phone started mounting/unmounting the card. When I tried to update some music files on the card, I think it has failed.  My computer can no longer see it in the phone when the two are connected.Okay - an update here. Since I posted the problem on Amazon I was contacted by Sandisk. I made one phone call, they took my information, e-mailed me a pre-paid UPS label, and I sent the card in. I couldn't believe it, but I think I had a new and improved card in about three days!  Yes, the first one lasted a little over twelve months, but the replacement was tendered no questions asked. Great service that can only be five stars.By the way, the replacement is working great!  I ordered a 64gb Sandisk microSDHC Card as well!",2013-11-11,392,0,0,0,0,0.0,0.0,5.0
1105,"Dale Basemann ""linkinlogin""","I had no problems transferring stuff over to it including 30 GB of songs.  It was much faster than offbrand.  I got this in 12/2012.update: 8/2013:  I got my wife a new samsung galaxy S4.  Her old phone would only do 720p video and didn't have a nice camera.  My wife is really into her photo's, so I was concerned it wouldn't keep up with the fancier camera.  After loading my now 33 GB of songs I got even more concerned in wouldn't keep up with the fancy new camera.  I bought one of the sandisk 64 GB extreme cards and was amazed at speed difference copying songs.  Due to prior problems with generic cards, I'll only buy sandisk in future.Nothing was wrong with the ultra card, it just didn't seem up to par to fully take advantage of the latest/greatest phone technology.  She's going to carry the old card in purse in case she fills first one.",2013-06-19,537,0,0,0,0,0.0,0.0,5.0
4027,sal,this item came on time nice works well  they want 12 more words i just dont have then . .,2012-11-25,743,0,0,0,0,0.0,0.0,5.0
4478,"texas mike ""I eat rocks""","Well, it is pretty much as advertised. Good speeds. I think it formatted somewhere around 62 gigs.This was a great buy.",2014-01-25,317,0,0,0,0,0.0,0.0,5.0
2706,K. Jewell,"And this isn't an add for an apartment.  More room than I need, but I am bit OCD and tidy up my texts, emails, and picture often.  I think most woman might need a Terabyte Micro-SD card?  LOL, J/K ladies!!!",2013-07-05,521,0,0,0,0,0.0,0.0,5.0
392,Andrew,"Great SD card. I use it in a Galaxy S3, and have no complaints.Its quite fast, and works. I don't know what else to say.You can't go wrong with SanDisk.",2013-06-24,532,0,0,0,0,0.0,0.0,5.0
1695,"FredZarguna ""adeveloper""","So, I was looking for a card to put all of my music on for those occasions when I have my phone but don't have my HD Zune -- which by the way is the BEST music player EVER and it's just a low-down shame they don't make them any more -- and this card holds all my tunes with about 4GB to spare. Excellent speed for music playback, excellent capacity.  Would be nice to get it in 128GB, but the price of those is simply not reasonable.",2014-06-06,185,0,0,0,0,0.0,0.0,5.0
869,CBC girl,"I didn't realize what small memory I had on my old phone T-mobile My Touch 3G Slide! I mean the thing was so slow and not accepting downloading stuff anymore! I figured later than the memory might be small. Sure it was! I looked up for a SanDisk memory card on Amazon and ordered one! Was surprised it was much cheaper than I had seen in a store! Installed it in my phone, worked like a champ! I can still use my phone for different downloads with that much memory!",2014-06-15,176,0,0,0,0,0.0,0.0,5.0
1412,"Don ""Don Eitner""","It's hard to believe they can cram 32gigs of memory into a device this tiny and also get good speed out of file transfers to and from it.  It's a good thing it comes with an adapter for larger size devices--I recommend keeping it in that adapter at all times unless it's inside something like a cell phone which only takes the MicroSD size.  It's way too easy to lose something this small.  I hate the industry's mad rush to make everything smaller and smaller with no regard to usability.  Anyway, the memory card is great outside of that, and since my phone does take MicroSD, I just keep it plugged in at all times and don't have to worry about it.",2013-01-31,676,0,0,0,0,0.0,0.0,5.0
1470,Duane L.,"This card has plenty of space and is very fast. It comes with an adapter which turns it into a normal SD card, convenient for dropping into the computer to offload data.",2013-10-07,427,0,0,0,0,0.0,0.0,5.0
168,Alzain,"it is very good, thanks SanDisk,you must have it with gopro cam to get the benefit of cam, yap.",2013-12-21,352,0,0,0,0,0.0,0.0,5.0
1375,DLU,"Cameras are getting smaller and smaller at the same time their resolution is getting better and better.  In order to take full advantage of your pixels, your files get larger and larger ultimately rendering small sized picture cards less handy.  Most cameras now let you take a mini-movie which also eats up space quite quickly.This SanDisk card gives you the ability to store considerably more information in a neat small footprint.  If you do want to go with this card make sure it is compatible with your equipment.  Not every camera takes every card so you have to do some due diligence.",2013-11-29,374,0,0,0,0,0.0,0.0,5.0
