Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
1589,Erick Caro,5.0,"I love this Micro SD because I used it as my main memory phone mostly because the Galaxy S4 it comes with a 9GB of free space. So I can pretty much just enjoy this Ultra 64GB for Music, Photos and Movies but not for Apps because my phone is not compatible with moving apps to the SD it stills works for other phones but not this one. I have to say this is one of the fastest Micro SD I ever bought recommended a lot.",2014-03-02,281,0,0,0,0,0.0,0.0
815,"Candy Cane ""Is it just me?""",5.0,"I've been using this  in my Sony TSX300 camera and have had no problems with quality, speed or function.  S far it works great.  Much cheaper here than at Best Buy",2013-07-15,511,1,0,1,1,1.0,0.2065493143772374
1048,CRAIG C BAILEY,5.0,The microsd is faster that most and is very reliable. I can now hold all my music on my phone. The warranty is also decent on this card. I would recommend it to anyone especially at this great price.,2012-10-27,772,0,0,0,0,0.0,0.0
3221,Mike R.,5.0,"Awesome, just awesome. Great speed also. I use this in a Nikon DSLR, taking 24MP pictures, and this thing rips though them like nothing. I haven't had any heat issues at all or data loss.",2014-06-02,189,1,0,1,1,1.0,0.2065493143772374
4369,StuByph,5.0,To be the man you gotta beat the man brotha. And Sandisk is beating the man wit a stick. The price the warranty they are they are letting you steal these from them. So get your hands on some before they realize they giving out the hook up and bam they $100 again.....LOLGo SanDisk go Amazon. I bought 3 and gone buy 3 more.,2013-10-22,412,0,0,0,0,0.0,0.0
448,Apple User,5.0,Got for my phone and is awesome.  The card did short out but once contacting SanDisk they had one out to me in a week.  Super awesome customer service.  Will buy more SanDisk items when needed.,2013-06-18,538,0,0,0,0,0.0,0.0
2820,Leonardo,5.0,Not much to say. It works as expected. Recording speed is great with my GoPro Hero3. The SD adapter works gear as well.,2014-09-03,96,0,0,0,0,0.0,0.0
2861,"L. K. Bennett ""L. K. Bennett""",5.0,I bought this memory chip for a GoPro Hero 3 camera. It works beautifully and it arrived promptly with little packaging.,2013-01-15,692,0,0,0,0,0.0,0.0
4663,tunnelratt,5.0,Sd card works perfect just as you would expect I would recomend this sd card to any one with a camera,2014-05-14,208,0,0,0,0,0.0,0.0
3972,RR Trent,5.0,"I used this in a Roku 3 video streamer. Yes, at this point, the Roku 3 will NOT take advantage of the size, but may in the future. Also, the price was right.",2013-06-23,533,0,0,0,0,0.0,0.0
2652,"Kenneth Lyons ""lroar""",5.0,"Since I bought this card, I've been using it almost daily in my Hero 3 camera. The recordings are without any glitches so far.",2013-07-11,515,0,0,0,0,0.0,0.0
4778,wenghuizhang,5.0,This microSd card works well with my mobile phone and tablet PC. It was delivered to me in a speedy way than I had ever expected. I love it and would recommend it to my friends.,2013-07-25,501,0,0,0,0,0.0,0.0
4850,"WPCS International ""Ray Barajas""",5.0,Purchased this for a fellow employee.  Product came quickly and packaged in original package.  The employee using it is happy.,2013-02-01,675,0,0,0,0,0.0,0.0
17,Aaron F. Virginie,5.0,"Class 10 Speed Rating for Seamless Full HD VideoThe SanDisk Ultra UHS-I card features a Class 10 and UHS Speed Class 1 (U1) rating, the highest video performance available for recording uninterrupted Full HD** video.Flawless App PerformanceThis card can retrieve stored data almost instantly, thanks to its up to 30MB/s read capability and fast bus interface. The SanDisk Ultra microSDHC and microSDXC UHS-I cards offer faster app loading and smoother, more fluid app performance.Storage Capacities Up to 64GBThis card has plenty of room to accommodate Full HD videos, MP3s, apps, and other memory-intensive mobile files. Available in sizes up to 64GB, it can store all the apps, music, and video you want.Android App for Easy File ManagementThe included SanDisk Memory Zone app lets you easily view, access, and backup all of your digital files from your phone's memory, additional memory card, and cloud service all in one convenient place. Using the app, you can easily move files from your card to a number of cloud storage services.Durable DesignSanDisk Ultra UHS-I memory cards can capture memories from -13 to 185 degrees Fahrenheit with a shockproof, waterproof, and X-ray-proof design. Your mobile device may not survive, but your SanDisk memory card will.",2013-04-07,610,0,1,1,-1,0.0,0.0
3786,Resistance is Futile!,5.0,"I use these as backup for my images when I am out on a photo shoot.  As of to date, they have been very effective in reducing weight and storage space in my pack.",2013-05-08,579,0,0,0,0,0.0,0.0
3841,Rick Farone,5.0,What else can you say about SanDisk...they have the products that do the job for everyone who needs solid trust!,2013-08-02,493,0,0,0,0,0.0,0.0
2455,Jonathan Hall,5.0,Works perfectly with the transfer of data from my gopro to my laptop! I suggest anyone buy this one because it is good quality,2014-01-04,338,0,0,0,0,0.0,0.0
4089,Scott,5.0,"I accdientally dropped it in my garbage can and it got a tiny drop of water on it, but it still worked perfectly! sandisk cards are always faster read speed than sony's cards (the competitor) and this card is muuuch cheaper than the competitors as well. therefore i have no choice but to give this a 5 star and a SERIOUS recommendation.",2012-09-29,800,0,0,0,0,0.0,0.0
2719,"K. L. Palfi ""Pal, K""",5.0,best best best productreliableown a fewone isnt enoughgood price I guesswill prob buy more at some point,2013-12-06,367,0,0,0,0,0.0,0.0
694,Brandon Dees,5.0,No complaints about this card. It's much faster than what came with my Android devices and of course the capacity is nice. I have not experienced any issues indicating any defect.,2014-06-02,189,0,0,0,0,0.0,0.0
2730,kos,5.0,"I needed this for my phone. I listen to a lot of music and 32 GB's is not enough. It took me a while to get it to work since my phone is older and not capable of working with Ex-Fat, but once I got that straightened out, it's worked great.",2013-05-25,562,0,0,0,0,0.0,0.0
4576,Todd C. Young,5.0,Great price and reliable. I got 3 for my various devices and haven't had any issues with them at all. My phone and music player now have an awesome amount of space.,2013-04-21,596,0,0,0,0,0.0,0.0
1730,Garens,5.0,"Tha memory card works great, i havent had any problem with it, i recommend it for a gopro H3 camera",2013-03-29,619,0,0,0,0,0.0,0.0
341,"Amazon Customer ""sunshine""",5.0,"A few months ago I purchased a Samsung Galaxy 10.1 Note. It was my very first tablet. I didn't know much about them, a friend told me I need one. I couldn't do without it now. I was having issues with the storage, and was told I needed a SD card, and this was the one I was recommended because it had the most storage.I managed to put the in myself after watching a video on YouTube. My friend told me to downloaded App manager from Play Store, which I did and after clicking on App manager to open it, I successfully transferred all my Apps to the SD card. I checked in settings, now I'm happy because I have tons of room for other things.I've had it a couple of weeks now, even though I've added several more Apps and my bookmarks etc, I still have no storage problems. I was told that this card is the best, I have no complaints, it's doing a great job. I'm glad I didn't go for a cheaper version.",2014-03-30,253,0,0,0,0,0.0,0.0
3893,Robert H Morgan,5.0,I always buy SanDisk when thinking of micro memory.  This memory is fast and holds a lot!  I use it as extra storage within my hotspot.,2013-06-07,549,0,0,0,0,0.0,0.0
910,charlie merrill,5.0,I use this in my Galaxy Tab 3 It is great and I have not had any issues with it.,2014-05-15,207,0,0,0,0,0.0,0.0
3718,ralmil,5.0,Great to have the additional capacity for storage. And the card is fast. Working great and the price was great also!,2012-12-22,716,0,0,0,0,0.0,0.0
4495,thecman02,5.0,This product was formatted and installed in a GoPro Hero 3 Black. I get 4:30 hours of recording time on 1080p 60fps. No issues so far and don't expect any since SanDisk is basically the standard for solid state memory.,2013-02-22,654,0,0,0,0,0.0,0.0
207,Amazon Customer,5.0,Great price for 32gb SD card; It was delivered on time and I got it download from my previous SC card with out any problems. Great shopping for electronic stuff at Amazon.,2014-05-07,215,0,0,0,0,0.0,0.0
2977,Mark,5.0,Good price. I searched everywhere locally and couldn't find a better price. They work just fine in my Galaxy S4 and Tab 8.,2014-03-27,256,0,0,0,0,0.0,0.0
3074,"M. Barker ""Mei""",5.0,SanDisk is a great product all around.  I bought this for my son's Samsung Galaxy Tab and it fit perfectly.  We've thrown about three movies on there already and I'm planning on adding a couple more.  I would definitely guy from them again.,2014-05-13,209,0,0,0,0,0.0,0.0
3628,"PhotogDog ""KMW""",5.0,"I purchased this as a gift for my daughter because she takes a lot of photos stored on her cell and bogs it down. It will be a while now before she needs to clean house again, LOL! Would also be good for those that need to store everything, you know who you are, now get one...R/KMW",2014-05-21,201,0,0,0,0,0.0,0.0
2504,joshuaRobot,5.0,There is a reason why this memory card has thousands of 5 star ratings. Good price and it works well.,2013-08-30,465,0,0,0,0,0.0,0.0
4809,William G. Mote II,5.0,I ordered this to replace an aging Class 4 card being used with N2A (Nook 2 Android) KitKat 4.4.  This card turned that into a usable Android tablet!  N2A with the Class 4 card was brutally slow but now the tablet is very useful.  Definitely worth the upgrade.,2014-02-14,297,0,0,0,0,0.0,0.0
245,Amazon Customer,5.0,I use this in my Galaxy Note 3 and seems to work just fine.  I love having lots of memory and the price was good.,2014-04-22,230,0,0,0,0,0.0,0.0
3909,Robert S.,5.0,I have used it with no problem on my tablet Galaxy Note 10.1 Sansun from day one and it works perfect. The cost was relatively low compared to other stores.,2014-07-05,156,0,0,0,0,0.0,0.0
2081,Jack in TN,5.0,The recent map update on my Garmin GPS ran it out of memory.  Maps are getting more and more detailed.  I used this to up the memory and got back to the Full North America Map. It cam with the adapter to fit my PC SD slot too.,2013-02-20,656,0,0,0,0,0.0,0.0
4433,T. Dingman,5.0,I bought 4 of these for my kids Samsung Galaxy Players.  They perform perfectly and seem to have great transfer rates.,2013-04-01,616,0,0,0,0,0.0,0.0
2608,"K. Bard ""Ken""",5.0,I had purchased a used HTC phone... that the kid had taken the original 8meg card out (I did not know it came with one till I reviewed the specs online)Well... that was OK... I would have upgraded anyway - this got here in 2 days because of being a prime member... and fits good - works flawlessly.,2013-05-09,578,0,0,0,0,0.0,0.0
2025,Hunter Byron,5.0,Its a good price and have never had any issues with the card deciding to stop recording. I have used it in a Hero3 and 3+ always recording in 1080p at 60fps.,2013-11-18,385,0,0,0,0,0.0,0.0
3163,Michael J. Klein,5.0,"I bought 2 of these for my 2 sons to save their games, songs and whatever else on their DSs. Had more space than they will use in quite awhile. It was priced superbly!",2014-02-18,293,0,0,0,0,0.0,0.0
3072,May T.,5.0,"I've tried memory cards with really bad results. Finally decided to go with Sandisk. It may be a little bit more expensive than the others, but ultimately this is more reliable.",2014-02-22,289,0,0,0,0,0.0,0.0
37,Abhi gautam,5.0,I would recommend this card to everyone.Data Transfer speeds - excellent with this card on my Galaxy S2.  Didn't need to format the card or anything. I am 100% satisfied.,2012-07-10,881,1,0,1,1,1.0,0.2065493143772374
82,"A. Ghayyath ""AAG""",5.0,"Since the wife is using it and it is not causing any problems, then it must be functioning normally. Looks good so far.",2013-06-02,554,0,0,0,0,0.0,0.0
1721,Gail D. Lee,5.0,I have been looking for a 64GB memory card and I found one at our local electronics store but it was over $100.  I logged onto Amazon.com and found this at a great price.  Why pay more when you can come to Amazon and get it for less.,2013-10-20,414,0,0,0,0,0.0,0.0
717,Brent Merwin,5.0,"Bought this for my sons tablet, and it works fine. Sandisk has always been the leader in these flash memory cards, and has always been well worth the money.",2012-12-18,720,0,0,0,0,0.0,0.0
1487,eagle,5.0,"I've got a number of SanDisk brand products.  None has ever failed me over the 10+ years I've used them.  That's saying something these days in electronics.This card is performing well, and keeping up with the data storage devices I am using it for (one video recorder, one scanner).  Somehow, I would expect nothing less, but then again it is good to know that quality is consistent.",2014-01-20,322,0,0,0,0,0.0,0.0
3502,omni,5.0,"I have other SD cards that begin to act a little buggy over time. All of my SanDisk cards are still running great, this card included.",2014-04-06,246,0,0,0,0,0.0,0.0
802,CaffeinatedCajun,5.0,"Perfect card.  I have it in my Samsung Galaxy S4 and its fast.  no delay in pictures/video writing, and I think I may get a second just to keep on hand.",2013-06-06,550,0,0,0,0,0.0,0.0
4774,Weasel,5.0,The memory card works as advertised and I have had no issues while using it with my GoPro Hero 3.,2013-10-10,424,0,0,0,0,0.0,0.0
2262,jerry,5.0,Got this for my sweetie. Her tablet has 32 on board. She likes books and this will hold a lot. That and the quality and price are great.,2014-02-06,305,0,0,0,0,0.0,0.0
4082,scooter ray,5.0,No problems in my Note 2.  Slid what I wanted from the original 16 GB card on to this and couldn't even tell anything had changed. I mean that in a good way.,2013-08-10,485,0,0,0,0,0.0,0.0
1092,"Curtis M. Nicewaner ""okfine""",5.0,No problems at all using this in my Samsung Galaxy S III. Fit right in and started working. I would suggest this to anyone,2014-09-01,98,0,0,0,0,0.0,0.0
3795,Review-a-thon,5.0,A necessity for the GoPro I bought. This little guy holds all the info I need and makes for easy use. I'd recommend this little guy for anyone getting a GoPro.,2013-12-08,365,0,0,0,0,0.0,0.0
3063,mauro,5.0,"a very nice addition to my note 8 inch wifi!, excellent, know this brand as it is the same that I use in my camera nikon d7000, so I'm very happy with this unit memory, it gives me more flexibility, and class-ten to be very quick.",2013-11-25,378,0,0,0,0,0.0,0.0
3970,"R. Robb ""occassional techy""",5.0,"storage size, fast read/write speed, great price (almost half that of a certain popular brick & mortar store).  I use this in my Samsung Galaxy Tab 2 7.0 and I'm glad I chose it.  I would def recommend it to anyone looking for microSD storage.",2013-06-02,554,0,0,0,0,0.0,0.0
3160,Michael J. Charles,5.0,This item was purchased for my smart phone and the sale price was excellent. The item arrived intact and on time and works great.,2014-01-01,341,0,0,0,0,0.0,0.0
2636,Ken,5.0,Balance of trusting the name on the brand & price. Felt like the price I paid was a good value.,2013-11-17,386,0,0,0,0,0.0,0.0
4157,Shah,5.0,"This thing definitely improved performance over the standard card. Transferring music, videos and pictures seem so much more seemless than they were before. Prior to this card, I had a 16GB standard microSD card that just felt like forever transferring data back and fourth from my phone. I recommend this to anyone who uploads a lot of music and videos onto their mobile devices! Transfer rates make up for the slightly higher cost!",2012-12-17,721,0,0,0,0,0.0,0.0
3349,M. Thaler,5.0,Tested it by storing some apps and taking a few pics and videos.I am not techie enuf to run any specific tests.,2014-06-14,177,0,0,0,0,0.0,0.0
2389,Joe Z,5.0,Hard to review this. It's an amazing little chip with huge capacity and it does what it's supposed to do. 5 stars.,2014-02-26,285,0,0,0,0,0.0,0.0
1121,D Angeles,5.0,Good 32 GB SD Card.  I bought it to upgrade memory stotage on my cell.  It works on my Samsung S3.  Also comes with adapter.,2013-12-24,349,0,0,0,0,0.0,0.0
2644,Kenneth Britt,5.0,this works great. ive saw ppl getting fakes at times. this was not the case. it worked in my evo 4g with formatting. turned it into two different 32 gig files but works as one. ive got more memory on my phone than i do on my laptop which is crazy.,2013-02-14,662,0,0,0,0,0.0,0.0
3712,Raj,5.0,"I was little hesitant to order this initially but turned out to be an excellent Product,Did a initial test on CrystalDiskMark.Enjoying it on my ASUS TF101.The shipping was quick too.",2012-11-16,752,0,0,0,0,0.0,0.0
2927,MacInTX,5.0,Great card with fast write times. Excellent for use in DSLR or Gopro camera. I have used it to save both photos and movies.,2013-11-30,373,0,0,0,0,0.0,0.0
2824,leQueen,5.0,"I ordered this in anticipation of getting my new Galaxy S4. It arrived quickly (long before the phone was is my hands!) and was easy to install. After almost 2 months, I've had no problems at all so far. I store all my photos and music on it, and it's great not to have to worry about maxing out the phone's native memory.",2014-02-13,298,0,0,0,0,0.0,0.0
4750,V. M. Coniglio III,5.0,If you want TONS of storage on your phone or device this is the answer. The card is also FAST I can watch an HD movie or shoot one with my phone with no issues whatsoever.I upgraded from a 32g card to this newer faster one and can really tell the difference. The faster cards are worth the upgrade price.,2013-12-14,359,0,0,0,0,0.0,0.0
4306,Stellar Eller,5.0,"While I got this card as a ""deal of the day"" on Amazon, I would gladly pay $79.99 for it!With that said, there has been some skepticism related to the serial number of the card as it is displayed on Amazon. I can confirm that I received a brand new 64 Gb card with the serial SDSDQUA-064G-U46A. The packaging of the card says that it is a Class 10 / UHS Speed Class 1. After formatting / copying over 20 Gb of data from my Evo 3D's previous card, I get write speeds of about 9 Mb/s and read speeds of about 20 Mb/s. I am fine with this, and can not complain because I don't believe the Evo 3D is intended to be compatible with SDXC cards, however it does work just fine.",2012-09-06,823,51,14,65,37,0.7846153846153846,0.6703343975431146
2181,Jay Macky,5.0,"Works! And why should I write more..... damn it! Eleven more words... finally am done with this, CRAP!! THREE MORE WORDS??",2013-09-02,462,0,0,0,0,0.0,0.0
4005,RVR2,5.0,"Bought this specifically for my GoPro HD camera for use as a dash cam, especially when driving or traveling in Mexico. Lots of room for recording road trip adventures.",2014-05-23,199,0,0,0,0,0.0,0.0
1457,"D. Schmidek ""psifry""",5.0,"Card runs great in my Note 2. Not sure how it compares to other ones in benchmark tests now, but there weren't that many options available to me at the time I bought it.Love having 64 Gig's of storage on my phone.",2013-04-30,587,0,0,0,0,0.0,0.0
186,"Amazon Customer ""Geek""",5.0,"Bought this for my wife's Samsung TL240, which kept locking up with a lesser speed SD card. After throwing this card in there, the camera rarely locks up when taking pictures back-to-back. If you are shooting 10+ MP and taking pictures back-to-back or shooting HD vid, it's a good idea to upgrade to a Class 10 card.",2012-12-15,723,0,0,0,0,0.0,0.0
2883,L. Paquin,5.0,I was looking for a solution to consolidate all the pictures I had on my Lenovo Tablet 2 (comes with built-in 64MB and a Micro-SD reader where I had a 64GB card full). This was a great find and I have not moved all my files to this 128MB card. I don't see any speed issue but did not do a formal test to check the capacity.,2014-06-19,172,0,0,0,0,0.0,0.0
225,Amazon Customer,5.0,"I have used many memory devices from SanDisk, as well as a couple of Sansa MP3 players. This card lives up to my expectations. It works well in my Samsung Galaxy S3 phone. I haven't bothered with the adapter, but I have no doubt it does its job. It is nice to have it just in case I need to read the card outside the phone.",2013-09-14,450,0,0,0,0,0.0,0.0
1884,"Grzegorz Tokarski ""GregT""",5.0,"No issues in my little cell phones. works as advertised, priced well, no issues. not much more to say, but Amazon requires few more words ;)",2013-10-14,420,0,0,0,0,0.0,0.0
1815,Glen C,5.0,"I formatted it when I got it, put it in my device and it has worked fine.  Videos played on my tablet from it play fine and its write speed seems okay to me.",2014-01-13,329,0,0,0,0,0.0,0.0
708,Bravo Papa,5.0,Works great in my Motorola Atrix 4G.  Consistently reliable - never any problems.  Will definitely purchase SanDisk again in the future.  Keep up the great work!,2014-05-16,206,0,0,0,0,0.0,0.0
1907,H. A.,5.0,"I got this for my new GoPro Hero3 Black edition and it has worked without a hitch.  Even in the highest setting I get over 2 hours of recording time, and the price per Gb was extremely reasonable.",2013-02-15,661,0,0,0,0,0.0,0.0
4185,"Shelly Forkel ""ibelieve1968""",5.0,Works great in my Samsung Galaxy S4.  Well worth the money and the price is affordable. A great sd card.,2013-08-20,475,0,0,0,0,0.0,0.0
2006,Howard,5.0,"This chip is super fast.  If you're going to use it in an Android device, I recommend formatting it in NTFS.",2013-06-20,536,0,0,0,0,0.0,0.0
951,Chris Jaronsky,5.0,"I am not sure that I can say anything that has not been covered in the previous 13,660 reviews that have already been written for this memory card, but I will add my comment.Its a great card and it works great in my camera.  The storage capacity is more than I needed, but the price was too good not to get it.",2014-06-24,167,0,0,0,0,0.0,0.0
3862,R. Ludwig,5.0,"There are a lot of other reviews on this memory card. My only addition is that it worked perfectly the moment I put it into my S4; no formatting issues, nothing ... it just worked. Also nice that it comes with an SD adapter.",2013-06-30,526,0,0,0,0,0.0,0.0
3550,Patsy L. Alexander,5.0,"I used this in my Samsung Galaxy Tab 2.0, and transfer rates are pretty good when going straight through USB. It does act a little peppier however when plugged straight into a card reader.",2013-07-02,524,0,0,0,0,0.0,0.0
3439,"Nighthawk Silvertip ""Nighthawk Chief""",5.0,"This was ordered as extra memory for my wif'e's tablet. Provides lots of extra space for storage, beyond the onboard RAM.",2014-06-29,162,0,0,0,0,0.0,0.0
570,Ben,5.0,"Using this for expanded storage on my Nexus 7 (via Mini SD USB Reader for Android) and it's working great. Instantly adds more storage for music, movies, tv, etc...",2013-11-22,381,0,0,0,0,0.0,0.0
2447,johny dmonic,5.0,"Bought this card for my Xperia V. You would have to format it on the phone before it works as exfat file system is not recognized by the phone. Phone will format it to FAT32 so you would have a limit of 4gb for each file. Once formatted to fat32..my laptop (Sony Vaio S13) didn't recognized the card anymore using the adapter, but using an external card reader/writer (using a Sandisk Imagemate All-in-One USB3.0 reader writer) the card can be read and reformatted again. Also, when connecting the phone via the USB cable to the laptop, the laptop recognizes the fat32 formatted card. Lots of storage now for my phone for all those music and videos :D",2013-03-19,629,0,0,0,0,0.0,0.0
3429,NickisratingstuffonAmazon,5.0,"This micro SD card holds quite a bit of stuff. Not all my stuff, but most of my stuff. I like that.",2014-01-02,340,0,1,1,-1,0.0,0.0
2040,Icewalker,5.0,"No question, it is really as fast as it's rated. How fast? Well, class &#34;10 SDHC&#34; means literally SD format, HC=High Capacity, Class 10 = 10MB/sec read-write. How fast is 10MB per second? Well, Class 4, the most common step down (i.e. cheaper) is Class 4, i.e. 4MB/sec. So Class 10 is 2.5 times faster. Why pay the difference?Digital cameras: at some point the number of pictures/sec or HD video is bottle-necked by the speed of the media it is being recorded to.Smart phones? I have a Samsung Note II. A Quad-core processor, wiz-bang yadda-yadda. Yes, I DO notice speed differences in camera, app performance (I use a spreadsheet app/browser/NetFlix/Music streaming, et al) is noticeably FASTER. Where do you think the phone stores stuff to when it doesn't use the factory installed memory? (iPhomes don't have an SD slot, and I wouldn't own a phone or tablet that doesn't -- I believe in choice in the computer realm)Oh yeah, SanDisk is a leader and pioneer in the SD format (where do you think the 'SD' came from?). The only other SDHC Class 10 card worthy of comparison is the Samsung brand, but then I might be biased on that one.",2013-04-13,604,0,0,0,0,0.0,0.0
3842,RICK,5.0,Arrived fast.  Works with all my digital devices no issues.Haven't tested the speed yet but should be more than adequate for data transfer.,2013-09-02,462,0,0,0,0,0.0,0.0
3215,Mike Lewis,5.0,It fits in my phone. It holds lots of stuff. It comes with a reader that works in my laptop.,2014-06-01,190,0,0,0,0,0.0,0.0
2078,"Jack ""badbrad97""",5.0,I normally buy the SanDisk Extreme for my GoPro but decided to try the Ultra to save some money.  So far it seems to work good.  I have not tried to shoot at 4K yet although it seems like it would work.,2014-02-05,306,0,0,0,0,0.0,0.0
303,Amazon Customer,5.0,"Just got this 128GB micro SD card and put it in my Samsung Note 3, replacing a 64GB Sandisk card before. The Storage under settings show 119GB free space! It was as easy as 1-2-3.Testing it using SD card reader on my laptop, I get around 45MB/s read, and close to 30MBs write. That's above the advertised throughput.So far I populated around 100GB of video files, and after a week of 3-4 hours of playing videos from the SD card, there has been absolutely no glitches, no hanging, and no errors!",2014-08-06,124,1,0,1,1,1.0,0.2065493143772374
2873,Lori Hockin,5.0,Great Micro SD access is quick and it works awesome for my phone. The price is also a plus. I would definitely recommend this product.,2013-12-13,360,0,0,0,0,0.0,0.0
2951,Manuel Gutierrez,5.0,What can I say? It's a micro SD card I use for a SanDisk Sansa Clip+. It has worked perfectly with no errors.,2014-01-26,316,0,0,0,0,0.0,0.0
1350,diosa,5.0,Way less than anything I could get in a big box store. No issues with the card this far. Would buy again and again.,2013-12-06,367,0,0,0,0,0.0,0.0
4378,Sunny D,5.0,"Perfect for using in my Galaxy S3.  Seems to read and write quickly, and it's never given me any trouble.  Shipping was fast.  Very happy with this product.",2013-06-20,536,0,0,0,0,0.0,0.0
2920,Lynne Butler,5.0,Got this for my Sansa ClipZip. It holds all the songs I have on my computer from the cd's I have downloaded. Great to have for extra data when needed.,2014-06-20,171,1,0,1,1,1.0,0.2065493143772374
4043,Samsung Fan Boy,5.0,I like how this micro SD card is formated.My tablet wont read it though.I dont know whats wrong.,2013-08-29,466,0,0,0,0,0.0,0.0
1322,Destinee Z,5.0,BOught this for my underwater camera so i can take more photos and video. now i can take 7000 pictures! lol,2014-05-18,204,0,0,0,0,0.0,0.0
2286,"J. Foster ""labor guy""",5.0,This is the second one I have purchased from Amazon and I have had great service from the first one I bought 6 months ago.  It is fast and fits perfectly in MS Surface computers.,2014-06-19,172,0,0,0,0,0.0,0.0
549,"B. Davis ""The Good Guy""",5.0,"This Works As Expected And is WAYYYY faster than my 8Gig Class 2 card.my old card would slow down my phone as it was close to being full and would take forever to load up everything Music Files, Pictures Etc. This Card however I've Loaded more than 8GB of stuff on there, Put everything from my old Card and more, It Reads and loads Up Fine, No need to wait. BuY THIS CARD",2013-12-31,342,0,0,0,0,0.0,0.0
2926,Macintosh_br,5.0,You buy a several-hundred-dollars-worth product and then you add up a cheap SD card? What a shame! Go for a Class 10 SanDisk card!! They are very fast and reliable. I use it with my Lumix camera and my brother's just bought it for his Galaxy S4 mini...,2013-12-24,349,0,0,0,0,0.0,0.0
3271,MNE,5.0,"Great product for the sale price, hard to beat 37$ for 64GB. Worked well on the PC, then on a Dell Venue 8 Pro tablet. Speed is nothing to write home about, but close to what manufacturer suggested (30/10)",2014-01-22,320,0,0,0,0,0.0,0.0
2924,Macdonald Cory,5.0,"The San Disk Ultra 64 GB Micro memory card works really well. The card is tiny, but the card comes with an adapter. I use it for the GoPro.",2013-01-27,680,0,0,0,0,0.0,0.0
1978,"Hien Nguyen ""scatterbrained""",5.0,"Local storage is still a necessity (or a really nice-to-have) in this cloud-connected world.These cards (with and without the SD adapter) have been used in my mobile phones, DSLRs, computers (Lenovo Y500 and MS Surface Pro), tablets (Asus Transformer TF700, Nook HD+) and have been rock-solid.  I own 4 of them and in my DSLR they've proven to be fast enough for burst shooting and high-def video.In my mobile/tablet/PCs, they've been used to shuttle HD videos and other content back and forth without a hitch.Still love local storage and these cards are a relatively cheap and reliable way to achieve that.",2013-03-12,636,0,0,0,0,0.0,0.0
2396,John Brady,5.0,"This card is fast, fast, fast. it also holds more photos and videos than I have been able to take thus far. However, as the number of such items increases, I can see that I will, relatively soon, be looking for a 128 or 256 gb card. Very satisfied with this purchase.",2014-07-03,158,0,0,0,0,0.0,0.0
1033,Cookbook Collector,5.0,Got this to use with the GoPro Hero 3 motion camera - fits and works just fine.  Big enough to film several flights and not run out of space.,2013-02-18,658,0,0,0,0,0.0,0.0
3741,RASHAWN,5.0,Great,2014-12-07,1,0,0,0,0,0.0,0.0
3989,Rusch,5.0,"Using it on my Galaxy s3, and it just worked out of the box.No problems whatsoever, was instantly detected and ready to go.",2013-04-24,593,0,0,0,0,0.0,0.0
267,Amazon Customer,5.0,There really isn't much to say about a micro SD card: it either works or it doesn't. I bought this to install in my phone and it seems to be working fine. The fit was perfect and the performance is totally satisfactory. I've never had any trouble with SanDisk products and this will likely be no exception. It was a great value compared to places I had priced locally.,2012-11-27,741,0,0,0,0,0.0,0.0
3018,"Mary ""Toni in TN""",5.0,"These are such great tiny things and hold so much on my tablet and smartphone.  Love them so much, I just got a 32 GB one.",2013-06-08,548,0,0,0,0,0.0,0.0
3203,Mike,5.0,"As I expect from sandisk, this card is fast, reliable and works great with the gopro 3.Comes with the adapter.....pretty cool to have 64gig of space on such a small ad card.Not cheap, but worth the money, in my opinion.",2013-01-15,692,0,0,0,0,0.0,0.0
4175,Shawn Castle,5.0,"I got it, formatted it for my phone, and it seems to be working perfectly.  I am able to transfer and open files at a good speed, and I have had no problems with it.  Good product!",2013-08-02,493,0,0,0,0,0.0,0.0
3902,Robert payne,5.0,"Bought this for my Epic 4g touch, great card and great price. I store tons of pictures and music on it and still have plenty room.",2013-05-28,559,0,0,0,0,0.0,0.0
943,ChriS,5.0,"I bought this card for my new Samsung Galaxy Note 3, didn't have to do anything but put the card in the phone, no formatting needed. Transferred all of my pictures and a few videos along with about 15 GB of music everything loaded very quickly and I still have a ton of memory left to store whatever I want or need to. Bought this on Amazon at a much better price than I could find anywhere else. I ordered this with Amazons frustration free packaging, just pull the tab on the package and the card is in your hand in less than ten seconds. Recommend for anyone who wants a fast card and a lot of memory.",2014-04-25,227,0,0,0,0,0.0,0.0
2393,john21710,5.0,Loaded 2000 songs on this and still have lots of room left.  It works in both of my cell phones and my mp3 player (Cruise by Sansa).,2014-01-27,315,0,0,0,0,0.0,0.0
2272,Jesse Creps,5.0,Great price for a fast large micro sd card!  recieved it super fast too!  Works perfectly with my Droid 4!  Verizon wanted $50 for a class 4 card like this.,2012-12-20,718,0,0,0,0,0.0,0.0
4898,Z. Duncan,5.0,I'm using this in a point and shoot camera and you will never ever run out of space even with shooting hours of video.,2014-03-02,281,0,0,0,0,0.0,0.0
